# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638155.01842 3.200357 2.392876 1.284744 -0.543562 -0.609259 -0.403079 0.413365 0.0001924362 0.0000080162 -0.0000665160 0.0000076749 -0.0000023799 0.0000298022 0.0012601561 0.0000403422 -0.0000011799 0.0013186943 0.0000345757 0.0008206514
1403638155.08508 3.144595 2.437478 1.300864 -0.537789 -0.613594 -0.400734 0.416770 0.0001929469 0.0000082588 -0.0000661605 0.0000077877 -0.0000024647 0.0000294978 0.0013133761 0.0000432516 -0.0000001430 0.0013784062 0.0000292212 0.0008485893
1403638155.15175 3.083956 2.483216 1.316143 -0.532318 -0.617338 -0.397935 0.420926 0.0001936172 0.0000080586 -0.0000657942 0.0000077807 -0.0000023883 0.0000291683 0.0013652760 0.0000459464 0.0000034619 0.0014207523 0.0000336751 0.0008649113
1403638155.21842 3.021687 2.534771 1.327299 -0.527132 -0.619308 -0.396002 0.426348 0.0001944607 0.0000074476 -0.0000646756 0.0000077449 -0.0000021373 0.0000283063 0.0014183026 0.0000521752 0.0000027143 0.0014503617 0.0000430761 0.0008811517
1403638155.28508 2.958962 2.569339 1.337364 -0.521608 -0.620857 -0.395790 0.431058 0.0001953253 0.0000076082 -0.0000631885 0.0000076334 -0.0000021609 0.0000271281 0.0014658039 0.0000737651 -0.0000051084 0.0014098904 0.0000574428 0.0008907198
1403638155.35175 2.899103 2.603750 1.349631 -0.516161 -0.622465 -0.395938 0.435142 0.0001965732 0.0000079940 -0.0000618171 0.0000076395 -0.0000022378 0.0000261035 0.0015176233 0.0000885480 -0.0000032866 0.0014403348 0.0000636824 0.0009061301
1403638155.41842 2.834846 2.643655 1.357427 -0.509624 -0.625398 -0.395948 0.438618 0.0001975116 0.0000086859 -0.0000607476 0.0000077318 -0.0000024279 0.0000253420 0.0015693576 0.0000980499 -0.0000049148 0.0014940416 0.0000664827 0.0009300791
1403638155.48508 2.769597 2.687055 1.360125 -0.503187 -0.629472 -0.393989 0.441974 0.0001981327 0.0000092582 -0.0000601971 0.0000077860 -0.0000025939 0.0000249220 0.0016257321 0.0001075327 -0.0000073702 0.0015350476 0.0000651515 0.0009571433
1403638155.55175 2.694430 2.714340 1.367076 -0.497598 -0.632571 -0.388961 0.448285 0.0001980955 0.0000078268 -0.0000595558 0.0000075024 -0.0000021921 0.0000244649 0.0016668555 0.0001257816 -0.0000094909 0.0015364073 0.0000751246 0.0009640184
1403638155.61842 2.627768 2.764259 1.362556 -0.491929 -0.635378 -0.381745 0.456696 0.0001988892 0.0000058202 -0.0000586512 0.0000072735 -0.0000015663 0.0000238050 0.0017029005 0.0001401635 -0.0000118789 0.0015630265 0.0000761729 0.0009835874
1403638155.68508 2.554480 2.797914 1.353545 -0.484013 -0.638494 -0.374442 0.466745 0.0001996633 0.0000039451 -0.0000573379 0.0000070214 -0.0000010207 0.0000228642 0.0017573763 0.0001463528 -0.0000218253 0.0015492129 0.0000810139 0.0009860496
1403638155.75175 2.506831 2.827897 1.338752 -0.475640 -0.643282 -0.366434 0.475060 0.0001955439 0.0000030673 -0.0000554965 0.0000062193 -0.0000009236 0.0000217389 0.0017061889 0.0001236621 -0.0000242167 0.0013672660 0.0000793084 0.0009066394
1403638155.81842 2.442945 2.848091 1.337655 -0.467343 -0.649742 -0.357177 0.481509 0.0001955446 0.0000018312 -0.0000555603 0.0000061842 -0.0000005854 0.0000217820 0.0017563608 0.0001267954 -0.0000278476 0.0014028907 0.0000839905 0.0009234332
